Base_Location,TOC,Criticality,Location,Location_Type,Natural_Frequency,Data_Type,Option_1,Option_2,Option_3,Option_4,Option_5,min_value,max_value,Date,value
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2013-07-20,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,7.0,2013-07-20,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,8.0,2013-07-20,2.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,1.0,119.0,2013-07-20,12.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,23.0,2013-07-20,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,55.0,2013-07-20,20.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,4.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,14.0,2013-07-20,3.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,8.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,31.0,2013-07-20,26.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,6.0,2013-07-20,1.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,23.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,4.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,10.0,2013-07-20,1.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,5.0,2013-07-20,1.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,3.0,97.0,2013-07-20,27.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,20.0,2013-07-20,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,2.0,115.0,2013-07-20,18.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,15.0,2013-07-20,2.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,5.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-07-20,2.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,2.0,2013-07-20,1.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,6.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,5.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,4.0,2013-07-20,3.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,8.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2013-07-20,1.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,11.0,2013-07-20,4.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,4.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,16.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,17.0,2013-07-20,12.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,11.0,2013-07-20,0.0
Scotland,x,x,Scotland,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2013-07-20,14.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,4.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,5.0,2013-07-20,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,9.0,2013-07-20,1.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,3.0,2013-07-20,0.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,21.0,2013-07-20,2.0
Sussex,x,x,Sussex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,10.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,3.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,4.0,2013-07-20,2.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,16.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,4.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,18.0,2013-07-20,3.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,15.0,2013-07-20,4.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,3.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,3.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,5.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,3.0,2013-07-20,0.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,13.0,2013-07-20,2.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,4.0,2013-07-20,2.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,18.0,2013-07-20,2.0
Wales,x,x,Wales,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,15.0,2013-07-20,3.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,5.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2013-07-20,4.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,8.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,6.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,4.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,15.0,2013-07-20,4.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,7.0,2013-07-20,0.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,26.0,2013-07-20,14.0
Wessex,x,x,Wessex,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,53.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,7.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,5.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,10.0,2013-07-20,7.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,8.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,7.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,12.0,2013-07-20,4.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,5.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,1.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,2.0,2013-07-20,0.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2013-07-20,1.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,43.0,2013-07-20,1.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,9.0,2013-07-20,1.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,21.0,2013-07-20,8.0
Western,x,x,Western,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,16.0,2013-07-20,2.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,4.0,2013-08-17,2.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,7.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,17.0,2013-08-17,14.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,9.0,2013-08-17,7.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,18.0,2013-08-17,2.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,7.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,2.0,2013-08-17,1.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,4.0,2013-08-17,1.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,17.0,2013-08-17,6.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,8.0,2013-08-17,0.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,48.0,2013-08-17,3.0
Anglia,x,x,Anglia,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,26.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,1.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,4.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,1.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,6.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,3.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,4.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,4.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,2.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,34.0,2013-08-17,3.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,7.0,2013-08-17,3.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,20.0,2013-08-17,3.0
East Midlands,x,x,East Midlands,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,6.0,2013-08-17,3.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,3.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,3.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,18.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,6.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,1.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,5.0,2013-08-17,1.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,4.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,4.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,6.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,7.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,6.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,0.0,10.0,2013-08-17,1.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,3.0,2013-08-17,0.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,41.0,2013-08-17,6.0
Kent,x,x,Kent,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,5.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,6.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,9.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,9.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,12.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Secondary,x,x,0.0,5.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Primary,x,x,0.0,15.0,2013-08-17,3.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Safety,Unplanned,Secondary,x,x,0.0,3.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Primary,x,x,0.0,7.0,2013-08-17,1.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Primary,x,x,0.0,8.0,2013-08-17,1.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Structures,Unplanned,Secondary,x,x,0.0,1.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Primary,x,x,1.0,119.0,2013-08-17,7.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Planned,Secondary,x,x,0.0,23.0,2013-08-17,0.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Primary,x,x,0.0,55.0,2013-08-17,18.0
London North Eastern,x,x,London North Eastern,Route,Period,Temp_Speed_Restrictions,Track,Unplanned,Secondary,x,x,0.0,19.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Primary,x,x,0.0,4.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Planned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Primary,x,x,0.0,14.0,2013-08-17,3.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Earthworks,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Primary,x,x,0.0,8.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Gcc,Unplanned,Secondary,x,x,0.0,2.0,2013-08-17,0.0
London North Western,x,x,London North Western,Route,Period,Temp_Speed_Restrictions,Safety,Planned,Primary,x,x,0.0,31.0,2013-08-17,24.0
